id,year,state_name,state_code,district_name,district_code,region,population_group,no_of_offices,no_of_accounts,deposit_amount,log_no_of_offices,log_no_of_accounts,log_deposit_amount
224,2022,Assam,18,Golaghat,288,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
225,2022,Assam,18,Hailakandi,289,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
226,2022,Assam,18,Hailakandi,289,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
227,2022,Assam,18,Hojai,709,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
228,2022,Assam,18,Hojai,709,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
229,2022,Assam,18,Jorhat,290,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
230,2022,Assam,18,Jorhat,290,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
231,2022,Assam,18,Jorhat,290,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
232,2022,Assam,18,Kamrup,291,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
233,2022,Assam,18,Kamrup,291,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
234,2022,Assam,18,Kamrup Metro,618,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
235,2022,Assam,18,Kamrup Metro,618,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
236,2022,Assam,18,Kamrup Metro,618,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
237,2022,Assam,18,Karbi Anglong,292,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
238,2022,Assam,18,Karbi Anglong,292,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
239,2022,Assam,18,Karimganj,293,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
240,2022,Assam,18,Karimganj,293,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
241,2022,Assam,18,Kokrajhar,294,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
242,2022,Assam,18,Kokrajhar,294,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
243,2022,Assam,18,Lakhimpur,295,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
244,2022,Assam,18,Lakhimpur,295,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
245,2022,Assam,18,Majuli,706,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
246,2022,Assam,18,Marigaon,296,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
247,2022,Assam,18,Marigaon,296,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
248,2022,Assam,18,Nagaon,297,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
249,2022,Assam,18,Nagaon,297,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
250,2022,Assam,18,Nagaon,297,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
251,2022,Assam,18,Nalbari,298,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
252,2022,Assam,18,Nalbari,298,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
255,2022,Assam,18,Sivasagar,300,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
256,2022,Assam,18,Sivasagar,300,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
257,2022,Assam,18,Sonitpur,301,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
258,2022,Assam,18,Sonitpur,301,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
259,2022,Assam,18,South Salmara Mancachar,707,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
260,2022,Assam,18,South Salmara Mancachar,707,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
261,2022,Assam,18,Tinsukia,302,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
262,2022,Assam,18,Tinsukia,302,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
263,2022,Assam,18,Tinsukia,302,North Eastern Region,Urban,0,0,0,0.0,0.0,0.0
264,2022,Assam,18,Udalguri,617,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
265,2022,Assam,18,Udalguri,617,North Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
266,2022,Assam,18,West Karbi Anglong,710,North Eastern Region,Rural,0,0,0,0.0,0.0,0.0
267,2022,Bihar,10,Araria,188,Eastern Region,Rural,80,1647,1103,4.394449154672439,7.4073177104694174,7.00669522683704
268,2022,Bihar,10,Araria,188,Eastern Region,Semi-urban,77,1884,3602,4.356708826689592,7.541683099882111,8.189522110748094
269,2022,Bihar,10,Arwal,611,Eastern Region,Rural,41,773,1567,3.7376696182833684,6.651571873589727,7.357556200910353
270,2022,Bihar,10,Arwal,611,Eastern Region,Semi-urban,19,212,363,2.995732273553991,5.3612921657094255,5.8971538676367405
271,2022,Bihar,10,Aurangabad,189,Eastern Region,Rural,108,1854,3264,4.6913478822291435,7.5256399750415355,8.09101504171053
272,2022,Bihar,10,Aurangabad,189,Eastern Region,Semi-urban,39,1097,2371,3.6888794541139363,7.001245622069476,7.771488760117616
273,2022,Bihar,10,Aurangabad,189,Eastern Region,Urban,37,443,2814,3.6375861597263857,6.095824562432225,7.942717540573791
274,2022,Bihar,10,Banka,190,Eastern Region,Rural,71,1797,2340,4.276666119016055,7.494430215031565,7.75833346749091
275,2022,Bihar,10,Banka,190,Eastern Region,Semi-urban,34,693,1699,3.5553480614894135,6.542471960506805,7.438383530044307
276,2022,Bihar,10,Begusarai,191,Eastern Region,Rural,80,1437,1849,4.394449154672439,7.271008538280992,7.52294091807237
277,2022,Bihar,10,Begusarai,191,Eastern Region,Semi-urban,92,1921,4143,4.532599493153256,7.561121589530238,8.329416783939319
278,2022,Bihar,10,Begusarai,191,Eastern Region,Urban,49,709,3469,3.912023005428146,6.565264970035361,8.151909872940905
279,2022,Bihar,10,Bhagalpur,192,Eastern Region,Rural,97,1831,2791,4.584967478670572,7.513163545234075,7.934513463882263
280,2022,Bihar,10,Bhagalpur,192,Eastern Region,Semi-urban,89,1580,4248,4.499809670330265,7.365812837209472,8.354438940114811
281,2022,Bihar,10,Bhagalpur,192,Eastern Region,Urban,97,1082,8712,4.584967478670572,6.9874902470009905,9.072571442231286
282,2022,Bihar,10,Bhojpur,193,Eastern Region,Rural,118,2177,3810,4.77912349311153,7.686162303492906,8.24564690087386
283,2022,Bihar,10,Bhojpur,193,Eastern Region,Semi-urban,53,1156,2695,3.9889840465642745,7.053585727193677,7.899524472032198
284,2022,Bihar,10,Bhojpur,193,Eastern Region,Urban,54,791,5370,4.007333185232471,6.674561391814426,8.58876938990546
285,2022,Bihar,10,Buxar,194,Eastern Region,Rural,81,1363,2246,4.406719247264253,7.218176838403408,7.717351272185329
286,2022,Bihar,10,Buxar,194,Eastern Region,Semi-urban,38,797,1883,3.6635616461296463,6.682108597449809,7.5411524551363085
287,2022,Bihar,10,Buxar,194,Eastern Region,Urban,31,512,2440,3.4657359027997265,6.240275845170769,7.80016307039296
288,2022,Bihar,10,Darbhanga,195,Eastern Region,Rural,113,2203,3128,4.736198448394496,7.698029170272805,8.048468743668883
289,2022,Bihar,10,Darbhanga,195,Eastern Region,Semi-urban,61,1379,2195,4.127134385045092,7.22983877815125,7.694392802629421
290,2022,Bihar,10,Darbhanga,195,Eastern Region,Urban,78,1179,7978,4.3694478524670215,7.07326971745971,8.984568369308281
291,2022,Bihar,10,Gaya,196,Eastern Region,Rural,172,4101,6038,5.153291594497779,8.319229938632326,8.705993714307901
292,2022,Bihar,10,Gaya,196,Eastern Region,Semi-urban,38,851,2628,3.6635616461296463,6.747586526829315,7.874358824729881
293,2022,Bihar,10,Gaya,196,Eastern Region,Urban,98,1365,9358,4.59511985013459,7.2196420401307355,9.144093726157257
294,2022,Bihar,10,Gopalganj,197,Eastern Region,Rural,109,2340,3868,4.700480365792417,7.75833346749091,8.260751354700513
295,2022,Bihar,10,Gopalganj,197,Eastern Region,Semi-urban,63,1394,4542,4.1588830833596715,7.240649694255466,8.421342865759403
296,2022,Bihar,10,Jamui,198,Eastern Region,Rural,74,1555,2194,4.31748811353631,7.349873704738337,7.693937325509272
297,2022,Bihar,10,Jamui,198,Eastern Region,Semi-urban,42,867,2411,3.7612001156935624,6.7661917146603505,7.788211557847076
298,2022,Bihar,10,Jehanabad,199,Eastern Region,Rural,56,865,1487,4.04305126783455,6.763884908562435,7.305188215393037
299,2022,Bihar,10,Jehanabad,199,Eastern Region,Semi-urban,9,217,530,2.302585092994046,5.384495062789089,6.274762021241939
300,2022,Bihar,10,Jehanabad,199,Eastern Region,Urban,29,405,1969,3.4011973816621555,6.0063531596017325,7.585788821732034
301,2022,Bihar,10,Kaimur (Bhabua),200,Eastern Region,Rural,80,1591,2480,4.394449154672439,7.3727463664043285,7.816416983691801
302,2022,Bihar,10,Kaimur (Bhabua),200,Eastern Region,Semi-urban,32,688,1934,3.4965075614664802,6.535241271013659,7.5678626054638825
303,2022,Bihar,10,Katihar,201,Eastern Region,Rural,104,2461,2067,4.653960350157523,7.808729306744399,7.63433723562832
304,2022,Bihar,10,Katihar,201,Eastern Region,Semi-urban,34,803,896,3.5553480614894135,6.6895992691789665,6.799055862058796
305,2022,Bihar,10,Katihar,201,Eastern Region,Urban,48,680,3776,3.8918202981106265,6.523562306149512,8.236685322712457
306,2022,Bihar,10,Khagaria,202,Eastern Region,Rural,35,627,633,3.58351893845611,6.4425401664681985,6.452048954437226
307,2022,Bihar,10,Khagaria,202,Eastern Region,Semi-urban,73,1411,3001,4.30406509320417,7.252762418053187,8.007034012193408
308,2022,Bihar,10,Kishanganj,203,Eastern Region,Rural,59,1345,956,4.0943445622221,7.204892510204673,6.863803391452954
309,2022,Bihar,10,Kishanganj,203,Eastern Region,Semi-urban,19,586,505,2.995732273553991,6.375024819828097,6.226536669287466
310,2022,Bihar,10,Kishanganj,203,Eastern Region,Urban,28,470,1846,3.367295829986474,6.154858094016418,7.52131798019924
311,2022,Bihar,10,Lakhisarai,204,Eastern Region,Rural,44,670,1202,3.8066624897703196,6.508769136971682,7.0925737159746784
312,2022,Bihar,10,Lakhisarai,204,Eastern Region,Semi-urban,35,739,2190,3.58351893845611,6.606650186198215,7.692113339595466
313,2022,Bihar,10,Madhepura,205,Eastern Region,Rural,38,804,875,3.6635616461296463,6.690842277418564,6.775366090936392
314,2022,Bihar,10,Madhepura,205,Eastern Region,Semi-urban,79,1676,2810,4.382026634673881,7.424761761823209,7.941295570906532
315,2022,Bihar,10,Madhubani,206,Eastern Region,Rural,113,2112,2632,4.736198448394496,7.655864017616056,7.87587915949631
316,2022,Bihar,10,Madhubani,206,Eastern Region,Semi-urban,154,3162,7184,5.043425116919247,8.059276223305648,8.879750798513125
317,2022,Bihar,10,Munger,207,Eastern Region,Rural,60,960,1962,4.110873864173311,6.8679744089702925,7.5822291942764615
318,2022,Bihar,10,Munger,207,Eastern Region,Semi-urban,16,349,932,2.833213344056216,5.857933154483459,6.838405200847344
319,2022,Bihar,10,Munger,207,Eastern Region,Urban,53,721,4748,3.9889840465642745,6.582025138892826,8.465689348549121
320,2022,Bihar,10,Muzaffarpur,208,Eastern Region,Rural,176,3940,5375,5.176149732573829,8.279189777195004,8.589699882202986
321,2022,Bihar,10,Muzaffarpur,208,Eastern Region,Semi-urban,86,1896,3222,4.465908118654584,7.5480289699350145,8.078067881815437
322,2022,Bihar,10,Muzaffarpur,208,Eastern Region,Urban,133,1477,11679,4.897839799950911,7.298445101508147,9.365633256382218
323,2022,Bihar,10,Nalanda,209,Eastern Region,Rural,132,1929,3840,4.890349128221754,7.5652752818989315,8.253488028345904
324,2022,Bihar,10,Nalanda,209,Eastern Region,Semi-urban,60,1191,3210,4.110873864173311,7.083387847625295,8.074337694089515
325,2022,Bihar,10,Nalanda,209,Eastern Region,Urban,46,904,4670,3.8501476017100584,6.807934943699926,8.449128460502108
326,2022,Bihar,10,Nawada,210,Eastern Region,Rural,71,1413,1674,4.276666119016055,7.254177846456518,7.423568444259167
327,2022,Bihar,10,Nawada,210,Eastern Region,Semi-urban,62,1634,3986,4.143134726391533,7.399398083331354,8.290794347381356
328,2022,Bihar,10,Pashchim Champaran,211,Eastern Region,Rural,94,2208,1826,4.553876891600541,7.700295203420117,7.510430556378006
329,2022,Bihar,10,Pashchim Champaran,211,Eastern Region,Semi-urban,66,1833,1692,4.204692619390966,7.51425465281641,7.4342573821331355
330,2022,Bihar,10,Pashchim Champaran,211,Eastern Region,Urban,49,1061,3240,3.912023005428146,6.967909201801884,8.083637203141548
331,2022,Bihar,10,Patna,212,Eastern Region,Rural,197,3294,6767,5.288267030694535,8.100161446936607,8.81996090128606
332,2022,Bihar,10,Patna,212,Eastern Region,Semi-urban,173,3128,11717,5.159055299214529,8.048468743668883,9.368881400104733
333,2022,Bihar,10,Patna,212,Eastern Region,Urban,26,491,2682,3.295836866004329,6.198478716492308,7.894690850425624
334,2022,Bihar,10,Patna,212,Eastern Region,Metropolitan,582,6653,125723,6.368187186350492,8.802973456578423,11.741844307140965
335,2022,Bihar,10,Purbi Champaran,213,Eastern Region,Rural,97,2216,2467,4.584967478670572,7.7039102096163115,7.811163385025279
336,2022,Bihar,10,Purbi Champaran,213,Eastern Region,Semi-urban,138,3156,4335,4.9344739331306915,8.057377488557991,8.374707543119483
337,2022,Bihar,10,Purbi Champaran,213,Eastern Region,Urban,54,726,3922,4.007333185232471,6.588926477533519,8.274611946209552
338,2022,Bihar,10,Purnia,214,Eastern Region,Rural,92,2244,1664,4.532599493153256,7.716460800176355,7.417580402414544
339,2022,Bihar,10,Purnia,214,Eastern Region,Semi-urban,53,1071,1105,3.9889840465642745,6.977281341630747,7.00850518208228
340,2022,Bihar,10,Purnia,214,Eastern Region,Urban,79,1064,4640,4.382026634673881,6.970730078143525,8.442685139241176
341,2022,Bihar,10,Rohtas,215,Eastern Region,Rural,120,1923,3358,4.795790545596741,7.562161631225652,8.119398589612294
342,2022,Bihar,10,Rohtas,215,Eastern Region,Semi-urban,46,1177,2346,3.8501476017100584,7.071573364211532,7.760893195851024
343,2022,Bihar,10,Rohtas,215,Eastern Region,Urban,52,975,4580,3.970291913552122,6.883462586413092,8.429672593886743
344,2022,Bihar,10,Saharsa,216,Eastern Region,Rural,47,1174,1144,3.871201010907891,7.069023426578259,7.0431599159883405
345,2022,Bihar,10,Saharsa,216,Eastern Region,Semi-urban,25,625,843,3.258096538021482,6.439350371100098,6.738152494595957
346,2022,Bihar,10,Saharsa,216,Eastern Region,Urban,34,483,2477,3.5553480614894135,6.182084906716632,7.815207062189088
347,2022,Bihar,10,Samastipur,217,Eastern Region,Rural,137,2613,4060,4.927253685157205,7.868636894184167,8.309184527686298
348,2022,Bihar,10,Samastipur,217,Eastern Region,Semi-urban,149,3265,7432,5.0106352940962555,8.09132127353041,8.913684824725294
349,2022,Bihar,10,Saran,218,Eastern Region,Rural,162,10138,6462,5.093750200806762,9.22414465295258,8.773848885262895
350,2022,Bihar,10,Saran,218,Eastern Region,Semi-urban,51,1504,3060,3.9512437185814275,7.316548177182976,8.026496938945412
351,2022,Bihar,10,Saran,218,Eastern Region,Urban,49,783,5123,3.912023005428146,6.664409020350408,8.541690663016626
352,2022,Bihar,10,Sheikhpura,219,Eastern Region,Rural,30,297,468,3.4339872044851463,5.697093486505405,6.150602768446279
353,2022,Bihar,10,Sheikhpura,219,Eastern Region,Semi-urban,29,592,1605,3.4011973816621555,6.385194398997726,7.381501894506707
354,2022,Bihar,10,Sheohar,220,Eastern Region,Rural,18,323,314,2.9444389791664403,5.780743515792329,5.752572638825633
355,2022,Bihar,10,Sheohar,220,Eastern Region,Semi-urban,25,414,665,3.258096538021482,6.028278520230698,6.501289670540389
356,2022,Bihar,10,Sitamarhi,221,Eastern Region,Rural,51,1168,1332,3.9512437185814275,7.063903961472068,7.195187320178709
357,2022,Bihar,10,Sitamarhi,221,Eastern Region,Semi-urban,111,2671,5444,4.718498871295094,7.890582534656536,8.602453035367061
358,2022,Bihar,10,Siwan,222,Eastern Region,Rural,126,2824,4769,4.844187086458591,7.946263643580541,8.470101583882387
359,2022,Bihar,10,Siwan,222,Eastern Region,Semi-urban,57,1628,3423,4.060443010546419,7.395721608602045,8.138564737261632
360,2022,Bihar,10,Siwan,222,Eastern Region,Urban,57,884,4704,4.060443010546419,6.785587645007929,8.45638105201948
361,2022,Bihar,10,Supaul,223,Eastern Region,Rural,44,1057,1151,3.8066624897703196,6.964135612418245,7.049254841255837
362,2022,Bihar,10,Supaul,223,Eastern Region,Semi-urban,77,1696,2968,4.356708826689592,7.436617265234227,7.99598047476376
363,2022,Bihar,10,Vaishali,224,Eastern Region,Rural,135,3323,4432,4.912654885736052,8.10892415597534,8.396831834745054
364,2022,Bihar,10,Vaishali,224,Eastern Region,Semi-urban,63,1808,3258,4.1588830833596715,7.500529485395295,8.089175678837561
365,2022,Bihar,10,Vaishali,224,Eastern Region,Urban,48,725,3832,3.8918202981106265,6.587550014824796,8.251403065380556
366,2022,Bihar,10,Araria,188,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
367,2022,Bihar,10,Araria,188,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
368,2022,Bihar,10,Arwal,611,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
369,2022,Bihar,10,Arwal,611,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
370,2022,Bihar,10,Aurangabad,189,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
371,2022,Bihar,10,Aurangabad,189,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
372,2022,Bihar,10,Aurangabad,189,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
373,2022,Bihar,10,Banka,190,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
374,2022,Bihar,10,Banka,190,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
375,2022,Bihar,10,Begusarai,191,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
376,2022,Bihar,10,Begusarai,191,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
377,2022,Bihar,10,Begusarai,191,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
378,2022,Bihar,10,Bhagalpur,192,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
379,2022,Bihar,10,Bhagalpur,192,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
380,2022,Bihar,10,Bhagalpur,192,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
381,2022,Bihar,10,Bhojpur,193,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
382,2022,Bihar,10,Bhojpur,193,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
383,2022,Bihar,10,Bhojpur,193,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
384,2022,Bihar,10,Buxar,194,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
385,2022,Bihar,10,Buxar,194,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
386,2022,Bihar,10,Buxar,194,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
387,2022,Bihar,10,Darbhanga,195,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
388,2022,Bihar,10,Darbhanga,195,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
389,2022,Bihar,10,Darbhanga,195,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
390,2022,Bihar,10,Gaya,196,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
391,2022,Bihar,10,Gaya,196,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
392,2022,Bihar,10,Gaya,196,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
393,2022,Bihar,10,Gopalganj,197,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
394,2022,Bihar,10,Gopalganj,197,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
395,2022,Bihar,10,Jamui,198,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
396,2022,Bihar,10,Jamui,198,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
397,2022,Bihar,10,Jehanabad,199,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
398,2022,Bihar,10,Jehanabad,199,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
399,2022,Bihar,10,Jehanabad,199,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
400,2022,Bihar,10,Kaimur (Bhabua),200,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
401,2022,Bihar,10,Kaimur (Bhabua),200,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
402,2022,Bihar,10,Katihar,201,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
403,2022,Bihar,10,Katihar,201,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
404,2022,Bihar,10,Katihar,201,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
405,2022,Bihar,10,Khagaria,202,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
406,2022,Bihar,10,Khagaria,202,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
407,2022,Bihar,10,Kishanganj,203,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
408,2022,Bihar,10,Kishanganj,203,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
409,2022,Bihar,10,Kishanganj,203,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
410,2022,Bihar,10,Lakhisarai,204,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
411,2022,Bihar,10,Lakhisarai,204,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
412,2022,Bihar,10,Madhepura,205,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
413,2022,Bihar,10,Madhepura,205,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
414,2022,Bihar,10,Madhubani,206,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
415,2022,Bihar,10,Madhubani,206,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
416,2022,Bihar,10,Munger,207,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
417,2022,Bihar,10,Munger,207,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
418,2022,Bihar,10,Munger,207,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
419,2022,Bihar,10,Muzaffarpur,208,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
420,2022,Bihar,10,Muzaffarpur,208,Eastern Region,Semi-urban,0,0,0,0.0,0.0,0.0
421,2022,Bihar,10,Muzaffarpur,208,Eastern Region,Urban,0,0,0,0.0,0.0,0.0
422,2022,Bihar,10,Nalanda,209,Eastern Region,Rural,0,0,0,0.0,0.0,0.0
